date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:35:12	23254/23254	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226645eff2-5ad6%22	https://www.centrovisionurbano.es/assets/fonts/nationale-demibold-webfont.eot	C:/Users/AlbertoSANCHEZMARTI/OneDrive%20-%20Odigo/Escritorio/httpwww.centrovisionurbano.es/httpwww.centrovisionurbano.es/assets/fonts/nationale-demibold-webfont.eot	(from https://www.centrovisionurbano.es/assets/user-style.css?1711983684)
10:35:12	23254/23254	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226645eff2-5ad6%22	https://www.centrovisionurbano.es/assets/fonts/nationale-demibold-webfont.eot?	C:/Users/AlbertoSANCHEZMARTI/OneDrive%20-%20Odigo/Escritorio/httpwww.centrovisionurbano.es/httpwww.centrovisionurbano.es/assets/fonts/nationale-demibold-webfontd41d.eot	(from https://www.centrovisionurbano.es/assets/user-style.css?1711983684)
10:35:12	26704/26704	---M--	200	added ('OK')	font/woff	etag:%226645eff2-6850%22	https://www.centrovisionurbano.es/assets/fonts/nationale-demibold-webfont.woff	C:/Users/AlbertoSANCHEZMARTI/OneDrive%20-%20Odigo/Escritorio/httpwww.centrovisionurbano.es/httpwww.centrovisionurbano.es/assets/fonts/nationale-demibold-webfont.woff	(from https://www.centrovisionurbano.es/assets/user-style.css?1711983684)
10:35:12	50864/50864	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%226645eff2-c6b0%22	https://www.centrovisionurbano.es/assets/fonts/nationale-demibold-webfont.ttf	C:/Users/AlbertoSANCHEZMARTI/OneDrive%20-%20Odigo/Escritorio/httpwww.centrovisionurbano.es/httpwww.centrovisionurbano.es/assets/fonts/nationale-demibold-webfont.ttf	(from https://www.centrovisionurbano.es/assets/user-style.css?1711983684)
10:35:12	89818/89818	---M--	200	added ('OK')	image/svg+xml	etag:%226645eff2-15eda%22	https://www.centrovisionurbano.es/assets/fonts/nationale-demibold-webfont.svg	C:/Users/AlbertoSANCHEZMARTI/OneDrive%20-%20Odigo/Escritorio/httpwww.centrovisionurbano.es/httpwww.centrovisionurbano.es/assets/fonts/nationale-demibold-webfont.svg	(from https://www.centrovisionurbano.es/assets/user-style.css?1711983684)
10:35:13	76564/76564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226645eff2-12b14%22	https://www.centrovisionurbano.es/assets/fonts/nationale-extrabold-webfont.eot	C:/Users/AlbertoSANCHEZMARTI/OneDrive%20-%20Odigo/Escritorio/httpwww.centrovisionurbano.es/httpwww.centrovisionurbano.es/assets/fonts/nationale-extrabold-webfont.eot	(from https://www.centrovisionurbano.es/assets/user-style.css?1711983684)
10:35:13	76564/76564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226645eff2-12b14%22	https://www.centrovisionurbano.es/assets/fonts/nationale-extrabold-webfont.eot?	C:/Users/AlbertoSANCHEZMARTI/OneDrive%20-%20Odigo/Escritorio/httpwww.centrovisionurbano.es/httpwww.centrovisionurbano.es/assets/fonts/nationale-extrabold-webfontd41d.eot	(from https://www.centrovisionurbano.es/assets/user-style.css?1711983684)
10:35:13	26968/26968	---M--	200	added ('OK')	font/woff	etag:%226645eff2-6958%22	https://www.centrovisionurbano.es/assets/fonts/nationale-extrabold-webfont.woff	C:/Users/AlbertoSANCHEZMARTI/OneDrive%20-%20Odigo/Escritorio/httpwww.centrovisionurbano.es/httpwww.centrovisionurbano.es/assets/fonts/nationale-extrabold-webfont.woff	(from https://www.centrovisionurbano.es/assets/user-style.css?1711983684)
10:35:13	19612/19612	---M--	200	added ('OK')	font/woff2	etag:%226645eff2-4c9c%22	https://www.centrovisionurbano.es/assets/fonts/nationale-extrabold-webfont.woff2	C:/Users/AlbertoSANCHEZMARTI/OneDrive%20-%20Odigo/Escritorio/httpwww.centrovisionurbano.es/httpwww.centrovisionurbano.es/assets/fonts/nationale-extrabold-webfont.woff2	(from https://www.centrovisionurbano.es/assets/user-style.css?1711983684)
10:35:13	76348/76348	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%226645eff2-12a3c%22	https://www.centrovisionurbano.es/assets/fonts/nationale-extrabold-webfont.ttf	C:/Users/AlbertoSANCHEZMARTI/OneDrive%20-%20Odigo/Escritorio/httpwww.centrovisionurbano.es/httpwww.centrovisionurbano.es/assets/fonts/nationale-extrabold-webfont.ttf	(from https://www.centrovisionurbano.es/assets/user-style.css?1711983684)
